,languages,language_type,label 
2231,"paris est parfois agréable au mois de novembre , mais il est froid en janvier .",french,2
2232,"l' inde est le gel en juin , mais il est parfois agréable en mai .",french,2
2233,"chine est généralement froid en février , et il est parfois chaud en juillet .",french,2
2234,"californie est généralement merveilleux au mois de mai , mais il est parfois frisquet à l' automne .",french,2
2235,"votre fruit préféré moins est la fraise , mais son moins préféré est la poire .",french,2
2236,"paris est généralement froid en décembre , et il ne fait jamais froid en avril .",french,2
2237,"paris est parfois enneigée en juillet , mais il est froid en septembre .",french,2
2238,"new jersey est pluvieux pendant l' hiver , mais il est généralement humide en décembre .",french,2
2239,"porcelaine est froid au cours du printemps , et il est froid en novembre .",french,2
2240,"je n'aime pas les citrons , pamplemousse et citrons verts .",french,2
2241,"paris est généralement merveilleux en janvier , mais il est sec à l' automne .",french,2
2242,il aimait la brillante voiture rouge .,french,2
2243,"la chaux est notre fruit préféré , mais la pêche est son favori .",french,2
2244,"mon fruit le plus aimé est la pomme , mais votre plus aimé est la pêche .",french,2
2245,"les états-unis est parfois chaud pendant l' automne , et il est jamais froid en septembre .",french,2
2246,"vous n'aimez pas les citrons , les mangues et les bananes .",french,2
2247,"je n'aime pas les pêches , citrons verts , et les bananes .",french,2
2248,pamplemousse sont notre fruit préféré .,french,2
2249,"je n'aime pas les pêches , citrons verts et les mangues .",french,2
2250,"l' inde est jamais doux pendant l' hiver , et il est calme en avril .",french,2
2251,"l' inde est jamais belle à l'automne , et il est occupé en avril .",french,2
2252,"paris est parfois sec pendant l' hiver , et il est généralement chaud en septembre .",french,2
2253,"le pamplemousse est son fruit le plus aimé , mais la chaux est leur plus aimé .",french,2
2254,ils pourraient aller en inde en juin prochain .,french,2
2255,"la chine est parfois enneigée en février , et il est généralement beau en novembre .",french,2
2256,"les états-unis est le gel habituellement au mois de mars , mais il est généralement calme en juin .",french,2
2257,"paris est parfois belle à l'automne , mais il est calme en novembre .",french,2
2258,"ils n'aiment pas les oranges , les raisins et les bananes .",french,2
2259,"californie est agréable en juillet , et il est calme en janvier .",french,2
2260,"vous n'aimez pas les poires , les pommes et le pamplemousse .",french,2
2261,il a conduit la petite voiture bleue .,french,2
2262,"new jersey est pluvieux en janvier , mais il gèle habituellement à l' automne .",french,2
2263,"californie est jamais la neige en novembre , et il est jamais relaxant en juin .",french,2
2264,"california est relaxant parfois au mois de novembre , mais il est parfois agréable en octobre .",french,2
2265,"chine est jamais chaud en juin , et il gèle habituellement en novembre .",french,2
2266,"i comme les oranges , les poires et les citrons .",french,2
2267,"l' inde est jamais la neige au printemps , mais il est pluvieux en été .",french,2
2268,"son fruit le plus aimé est la mangue , mais votre plus aimé est la pomme .",french,2
2269,"l' inde est jamais agréable au mois d' août , et il est relaxant habituellement à l' automne .",french,2
2270,"chine ne fait jamais froid en mars , et il est sec en juin .",french,2
2271,ce chat était son animal préféré moins .,french,2
2272,"elle aime les pommes , les mangues et les fraises .",french,2
2273,"paris est jamais relaxant au printemps , mais il est chaud à l' automne .",french,2
2274,"la france est généralement enneigée en mai , mais il est parfois froid en août .",french,2
2275,"elle aime les pêches , citrons verts , et les bananes .",french,2
2276,"new jersey ne fait jamais froid en mars , et il est pluvieux au printemps .",french,2
2277,"paris est jamais doux au mois de mars , mais il est parfois calme en mai .",french,2
2278,"l' inde est jamais merveilleux au cours de l' automne , et il est parfois occupé en janvier .",french,2
2279,"la france est généralement beau en été , et il est jamais tranquille en mars .",french,2
2280,"californie est généralement chaud au mois de mai , et il est généralement pluvieux à l' automne .",french,2
2281,"il aime les raisins , les mangues et les bananes .",french,2
2282,"les états-unis est jamais chaud à l'automne , et il est parfois occupé en décembre .",french,2
2283,"le citron est la moins aimé des fruits , mais la pomme est votre moins aimé .",french,2
2284,elle veut aller en chine .,french,2
2285,"californie est généralement doux au printemps , et il est parfois enneigée en octobre .",french,2
2286,"californie est parfois doux en janvier , et il est beau en février .",french,2
2287,"les états-unis est chaud en octobre , mais il est parfois chaud en été .",french,2
2288,"france est doux au mois d' août , et il est jamais merveilleux en avril .",french,2
2289,il a vu un vieux camion blanc .,french,2
2290,"elle aime les oranges , les raisins et les mangues .",french,2
2291,"l' inde est parfois froid pendant l' hiver , et il est parfois neigeux à l' automne .",french,2
2292,elle conduit cette petite voiture jaune .,french,2
2293,"il aime pas le pamplemousse , les oranges et les pêches .",french,2
2294,"la france est parfois sec au printemps , et il est généralement froid en août .",french,2
2295,"leurs fruits le plus aimé est l'orange , mais son plus aimé est la mangue .",french,2
2296,"les états-unis est généralement agréable pendant l' hiver , mais il gèle habituellement en décembre .",french,2
2297,"ils n'aiment les pêches , les fraises et les mangues .",french,2
2298,"new jersey est jamais doux au mois de mai , et il est jamais chaude en novembre .",french,2
2299,"le raisin est notre fruit préféré moins , mais l'orange est son moins préféré.",french,2
2300,"les états-unis est parfois merveilleux en septembre , et il est jamais occupé en été .",french,2
2301,"il aime les pommes , les oranges et les pêches .",french,2
2302,"les états-unis est neigeux en décembre , et il est parfois frisquet en mars .",french,2
2303,"la pomme est notre fruit préféré , mais la pêche est mon préféré .",french,2
2304,"la france est jamais à sec en décembre , et il est jamais froid en octobre .",french,2
2305,"la poire est son fruit préféré , mais la pêche est son favori .",french,2
2306,"la france est parfois merveilleux au printemps , mais il est généralement doux en octobre .",french,2
2307,"les états-unis est jamais belle au mois d' août , et il fait froid en décembre .",french,2
2308,la banane est notre fruit moins aimé .,french,2
2309,cet éléphant est mon animal préféré moins .,french,2
2310,"california est pluvieux pendant l' hiver , mais il est parfois occupé en novembre .",french,2
2311,"les états-unis est jamais belle en juillet , et il est généralement agréable en août .",french,2
2312,"chine est calme en septembre , mais il est doux en avril .",french,2
2313,"le raisin est son moins aimé des fruits , mais le pamplemousse est votre moins aimé .",french,2
2314,"l' inde est agréable en juillet , et il est jamais gelé en mars .",french,2
2315,"votre fruit préféré est moins la poire , mais leur moins préféré est la banane .",french,2
2316,"paris est généralement doux en mars , et il est relaxant habituellement à l' automne .",french,2
2317,"elle aime les oranges , les citrons et les poires .",french,2
2318,"france est chaud à l'automne , et il est généralement pluvieux en décembre .",french,2
2319,"les états-unis est jamais humide au mois d' août , mais il est parfois glaciales en février .",french,2
2320,"le citron est son fruit le plus aimé , mais la pêche est son plus aimé .",french,2
2321,"chine est jamais à sec en octobre , mais il est froid en décembre .",french,2
2322,"les états-unis est parfois agréable au mois de mai , mais il est parfois doux en mars .",french,2
2323,"chine est parfois froid en janvier , mais il est froid à l' automne .",french,2
2324,"californie est généralement froid pendant l' hiver , et il est parfois occupé à l' automne .",french,2
2325,"votre fruit préféré est la banane , mais son favori est le citron .",french,2
2326,"mon fruit préféré est le pamplemousse , mais son préféré est la banane .",french,2
